SKU,SKU DESCRIPTION
D172KLL,IBM Trusteer Mobile Browser for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172MLL,IBM Trusteer Mobile SDK for Retail 100 Eligible Participant per Annum
D172PLL,IBM Trusteer Mobile SDK for Business 10 Eligible Participants per Annum
D172PLL,IBM Trusteer Mobile SDK for Business 10 Eligible Participants per Annum
D172PLL,IBM Trusteer Mobile SDK for Business 10 Eligible Participants per Annum
D172PLL,IBM Trusteer Mobile SDK for Business 10 Eligible Participants per Annum
D172PLL,IBM Trusteer Mobile SDK for Business 10 Eligible Participants per Annum
D172PLL,IBM Trusteer Mobile SDK for Business 10 Eligible Participants per Annum
D172XLL,IBM Trusteer Mobile SDK for Business 10 Client Devices per Annum
D172XLL,IBM Trusteer Mobile SDK for Business 10 Client Devices per Annum
D172XLL,IBM Trusteer Mobile SDK for Business 10 Client Devices per Annum
D172XLL,IBM Trusteer Mobile SDK for Business 10 Client Devices per Annum
D172XLL,IBM Trusteer Mobile SDK for Business 10 Client Devices per Annum
D172XLL,IBM Trusteer Mobile SDK for Business 10 Client Devices per Annum
D172ZLL,IBM Trusteer Rapport Fraud Feeds for Business Premium Support 10 Eligible Participants per Annum
D172ZLL,IBM Trusteer Rapport Fraud Feeds for Business Premium Support 10 Eligible Participants per Annum
D172ZLL,IBM Trusteer Rapport Fraud Feeds for Business Premium Support 10 Eligible Participants per Annum
D172ZLL,IBM Trusteer Rapport Fraud Feeds for Business Premium Support 10 Eligible Participants per Annum
D172ZLL,IBM Trusteer Rapport Fraud Feeds for Business Premium Support 10 Eligible Participants per Annum
D172ZLL,IBM Trusteer Rapport Fraud Feeds for Business Premium Support 10 Eligible Participants per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173HLL,IBM Trusteer Rapport Remediation for Retail Premium Support 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D173QLL,IBM Trusteer Rapport Remediation for Retail 100 Eligible Participant per Annum
D17HFLL,IBM Sterling B2B Services Reporting and Analytics Instance per Annum
D17HHLL,IBM Sterling B2B Services Reporting and Analytics - Extended Data Retention - 1 Year Instance per Annum
D17JSLL,IBM Security QRadar Incident Forensics Software for z Systems Install Monthly License
D17KILL,IBM  Security Guardium Key Lifecycle Manager Basic Edition Install Monthly License
D17KJLL,IBM  Security Guardium Key Lifecycle Manager Basic Edition for zEnterprise BladeCenter Extension Install Monthly License
D17KXLL,IBM  Security Guardium Key Lifecycle Manager for SmartMeters 1000 Client Devices Monthly License
D17KYLL,IBM Cognos Analytics Non-Production Processor Value Unit (PVU) Monthly License
D17LFLL,IBM Cognos Controller Enterprise Edition Install Monthly License
D17LLLL,IBM Planning Analytics Local Modeler Authorized User Monthly License
D17LMLL,IBM Cognos Performance Management User Authorized User Monthly License
D17LNLL,IBM Planning Analytics Local TM1 Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17M7LL,IBM Planning Analytics Express Connector for Cognos Analytics per Install Monthly License
D17M8LL,IBM Planning Analytics Express Cognos Analytics User per Authorized User Monthly License
D17M9LL,IBM Planning Analytics Express Connector for TM1 per Install Monthly License
D17MALL,IBM Planning Analytics Express Administrator Authorized User Monthly License
D17MCLL,IBM Cognos Analytics Non-Production Environment for Linux on System z Processor Value Unit (PVU) Monthly License
D17MELL,IBM Planning Analytics Local TM1 Server Processor Value Unit (PVU) Monthly License
D17MFLL,IBM Cognos Controller Contributor Authorized User Monthly License
D17MGLL,IBM Cognos Controller Application Builder Authorized User Monthly License
D17MILL,IBM Cognos Controller Standard Edition for Non-Production Environment Install Monthly License
D17MJLL,IBM Cognos Controller Enterprise Edition for Non-Production Environment Install Monthly License
D17MPLL,IBM Planning Analytics Express Connector per Install Monthly License
D17MQLL,IBM Cognos Express User Authorized User Monthly License
D17MRLL,IBM Planning Analytics Express Cognos Analytics Consumer User Authorized User Monthly License
D17MSLL,IBM Planning Analytics Express Connector for Cognos Analytics for Non-Production Environment per Install Monthly License
D17MTLL,IBM Planning Analytics Express Connector for TM1 for Non-Production Environment per Install Monthly License
D17MULL,IBM Planning Analytics Express Connector for Non-Production Environment per Install Monthly License
D17NBLL,IBM Planning Analytics Local Modeler for Linux on z Systems Authorized User Monthly License
D17NCLL,IBM Cognos Performance Management User for Linux on z Systems Authorized User Monthly License
D17NDLL,IBM Planning Analytics Local TM1 Server for Non-Production Environment for Linux on z Systems Processor Value Unit (PVU) Monthly License
D17NELL,IBM Planning Analytics Local TM1 Server for Linux on z Systems Processor Value Unit (PVU) Monthly License
D17NGLL,IBM Cognos Enterprise User for Linux on z Systems Authorized User Monthly License
D17NILL,IBM Cognos Integration Server Starter Edition for Non-Production Environment Install Monthly License
D17NJLL,IBM Cognos Integration Server Standard Edition Install Monthly License
D17NKLL,IBM Cognos Integration Server Standard Edition for Non-Production Environment Install Monthly License
D17NLLL,IBM Cognos Command Center Standard Edition Install Monthly License
D17NMLL,IBM Cognos Command Center Starter Edition for Non-Production Environment Install Monthly License
D17NNLL,IBM Cognos Command Center Starter Edition Install Monthly License
D17NPLL,IBM Cognos Command Center Standard Edition for Non-Production Environment Install Monthly License
D17NQLL,IBM Cognos Command Center Production Server Connection per Connection Monthly License
D17NTLL,IBM Cognos Analytics User per Processor Value Unit (PVU) Monthly License
D17NULL,IBM Cognos Analytics User for Linux on System z per Processor Value Unit (PVU) Monthly License
D17P5LL,IBM Cognos Express Performance Management User Authorized User Monthly License
D17PZLL,IBM SPSS Collaboration and Deployment Services for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17Q1LL,IBM SPSS Collaboration and Deployment Services Processor Value Unit (PVU) Monthly License
D17Q2LL,IBM SPSS Collaboration and Deployment Services for zEnterprise BladeCenter Extension and Linux on System z Processor Value Unit (PVU) Monthly License
D17Q7LL,IBM SPSS Collaboration and Deployment Svcs for Non-Production Environment for zEnterprise BladeCenter Extension and Linux on System z Processor Value Unit (PVU) Monthly License
D17QALL,IBM SPSS Modeler Server Premium for Non-Production Environment for zEnterprise BladeCenter Extension and Linux on System z Processor Value Unit (PVU) Monthly License
D17QLLL,IBM SPSS Collaboration and Deployment Services Deployment Manager Authorized User Monthly License
D17QRLL,IBM SPSS Collaboration and Deployment Services Deployment Manager for zEnterprise BladeCenter Extension and Linux on System z Concurrent User Monthly License
D17QSLL,IBM SPSS Collaboration and Deployment Services Deployment Manager Concurrent User Monthly License
D17QTLL,IBM SPSS Collaboration and Deployment Services Deployment Manager for zEnterprise BladeCenter Extension and Linux on System z Authorized User Monthly License
D17QXLL,IBM SPSS Statistics Base Server Processor Value Unit (PVU) Monthly License
D17QYLL,IBM SPSS Statistics Premium for zEnterprise BladeCenter Extension and Linux on System z Concurrent User Monthly License
D17QZLL,IBM SPSS Statistics Premium Concurrent User Monthly License
D17R0LL,IBM SPSS Statistics Premium for zEnterprise BladeCenter Extension and Linux on System z Authorized User Monthly License
D17R1LL,IBM SPSS Statistics Premium Authorized User Monthly License
D17R2LL,IBM SPSS Statistics Professional for zEnterprise BladeCenter Extension and Linux on System z Concurrent User Monthly License
D17R3LL,IBM SPSS Statistics Professional Concurrent User Monthly License
D17R4LL,IBM SPSS Statistics Professional for zEnterprise BladeCenter Extension and Linux on System z Authorized User Monthly License
D17R5LL,IBM SPSS Statistics Professional Authorized User Monthly License
D17R6LL,IBM SPSS Statistics Standard for zEnterprise BladeCenter Extension and Linux on System z Concurrent User Monthly License
D17R7LL,IBM SPSS Statistics Standard Concurrent User Monthly License
D17R8LL,IBM SPSS Statistics Base Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17R9LL,IBM SPSS Statistics Standard for zEnterprise BladeCenter Extension and Linux on System z Authorized User Monthly License
D17RALL,IBM SPSS Advanced Statistics Server Processor Value Unit (PVU) Monthly License
D17RDLL,IBM SPSS Modeler Server Premium for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17RELL,IBM SPSS Custom Tables Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17RFLL,IBM SPSS Custom Tables Server Processor Value Unit (PVU) Monthly License
D17RGLL,IBM SPSS Conjoint Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17RHLL,IBM SPSS Conjoint Server Processor Value Unit (PVU) Monthly License
D17RILL,IBM SPSS Complex Samples Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17RJLL,IBM SPSS Complex Samples Server Processor Value Unit (PVU) Monthly License
D17RKLL,IBM SPSS Categories Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17RLLL,IBM SPSS Categories Server Processor Value Unit (PVU) Monthly License
D17RNLL,IBM SPSS Advanced Statistics Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17RPLL,IBM SPSS Regression Concurrent User Monthly License
D17RQLL,IBM SPSS Regression Authorized User Monthly License
D17RRLL,IBM SPSS Conjoint Concurrent User Monthly License
D17RSLL,IBM SPSS Conjoint Authorized User Monthly License
D17RTLL,IBM SPSS Complex Samples Concurrent User Monthly License
D17RULL,IBM SPSS Complex Samples Authorized User Monthly License
D17RVLL,IBM SPSS Categories Concurrent User Monthly License
D17RWLL,IBM SPSS Categories Authorized User Monthly License
D17RZLL,IBM SPSS Advanced Statistics Concurrent User Monthly License
D17S0LL,IBM SPSS Advanced Statistics Authorized User Monthly License
D17S1LL,IBM SPSS Statistics Base Concurrent User Monthly License
D17S2LL,IBM SPSS Custom Tables Authorized User Monthly License
D17S3LL,IBM SPSS Custom Tables Concurrent User Monthly License
D17S6LL,IBM SPSS Neural Networks Concurrent User Monthly License
D17S7LL,IBM SPSS Neural Networks Authorized User Monthly License
D17S8LL,IBM SPSS Missing Values Concurrent User Monthly License
D17S9LL,IBM SPSS Missing Values Authorized User Monthly License
D17SALL,IBM SPSS Forecasting Concurrent User Monthly License
D17SBLL,IBM SPSS Decision Trees Server Processor Value Unit (PVU) Monthly License
D17SCLL,IBM SPSS Forecasting Authorized User Monthly License
D17SDLL,IBM SPSS Exact Tests Authorized User Monthly License
D17SELL,IBM SPSS Direct Marketing Concurrent User Monthly License
D17SFLL,IBM SPSS Direct Marketing Authorized User Monthly License
D17SGLL,IBM SPSS Decision Trees Concurrent User Monthly License
D17SHLL,IBM SPSS Decision Trees Authorized User Monthly License
D17SILL,IBM SPSS Exact Tests Concurrent User Monthly License
D17SJLL,IBM SPSS Decision Trees Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17SLLL,IBM SPSS Direct Marketing Server for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17SMLL,IBM SPSS Modeler Professional for zEnterprise BladeCenter Extension and Linux on System z Authorized User Monthly License
D17SNLL,IBM SPSS Modeler Professional Authorized User Monthly License
D17SRLL,IBM SPSS Modeler Professional Concurrent User Monthly License
D17SULL,IBM SPSS Amos Concurrent User Monthly License
D17SVLL,IBM SPSS Amos Authorized User Monthly License
D17SYLL,IBM SPSS Direct Marketing Server Processor Value Unit (PVU) Monthly License
D17SZLL,IBM SPSS Modeler Professional for zEnterprise BladeCenter Extension and Linux on System z Concurrent User Monthly License
D17T1LL,IBM SPSS Modeler Server Premium for zEnterprise BladeCenter Extension and Linux on System z Processor Value Unit (PVU) Monthly License
D17T2LL,IBM SPSS Modeler Server Premium Processor Value Unit (PVU) Monthly License
D17T3LL,IBM SPSS Modeler Server Professional for Non-Production Environment for zEnterprise BladeCenter Extension and Linux on System z Processor Value Unit (PVU) Monthly License
D17T4LL,IBM SPSS Modeler Server Professional for Non-Production Environment Processor Value Unit (PVU) Monthly License
D17T5LL,IBM SPSS Modeler Server Professional for zEnterprise BladeCenter Extension and Linux on System z Processor Value Unit (PVU) Monthly License
D17T6LL,IBM SPSS Modeler Server Professional Processor Value Unit (PVU) Monthly License
D17T8LL,IBM SPSS Modeler Premium Concurrent User Monthly License
D17T9LL,IBM SPSS Statistics Server Premium for Non-Production Environment for zEnterprise BladeCenter Extension and Linux on System z Processor Value Unit (PVU) Monthly License
